Recipe Name,Ingredients' Name,Ingredient List,Product Contains,Product May Contain,Origin,Recipe Brand,Week Start Day
15-Min Carb-Conscious Moroccan Beef Steaks with Roasted Cauliflower 'Rice' Salad,Celery,Celery,,,100,ms,06/07/2026
15-Min Carb-Conscious Moroccan Beef Steaks with Roasted Cauliflower 'Rice' Salad,Moroccan Seasoning,"Spices, Salt, Rice Flour, Dehydrated Vegetable, Natural Flavour, Yeast Extract, Canola Oil",Sulphites,"Almond, Brazil Nut, Cashew, Crustacean, Egg, Fish, Gluten, Hazelnut, Lupin, Macadamia, Milk, Mollusc, Peanut, Pecan, Pine Nut, Pistachio, Sesame, Soy, Walnut, Wheat",0,ms,06/07/2026
15-Min Carb-Conscious Moroccan Beef Steaks with Roasted Cauliflower 'Rice' Salad,Parsley Continental,Parsley,,,100,ms,06/07/2026
15-Min Carb-Conscious Moroccan Beef Steaks with Roasted Cauliflower 'Rice' Salad,Rump Steak Beef,Beef,,,100,ms,06/07/2026
"15-Min Creamy Smoked Salmon Fettuccine with Pesto, Lemon and Dill",Baby Spinach Leaves,Baby Spinach Leaves,,,100,ms,22/06/2026
"15-Min Creamy Smoked Salmon Fettuccine with Pesto, Lemon and Dill",Basil Pesto ,"Canola Oil (Non-Gm), Basil (34%), Walnuts, Parmesan Cheee (5%) (Milk, Salt, Starter Culture, Non Animal Rennet), Lemon Juice, Garlic, Salt, Vinegar, Acidity Regulators (Lactic, Citric, Ascorbic)","Milk, Walnut","Almond, Cashew, Egg, Macadamia, Sesame",92,ms,22/06/2026
"15-Min Creamy Smoked Salmon Fettuccine with Pesto, Lemon and Dill",Dill,Dill,,,100,ms,22/06/2026
"15-Min Creamy Smoked Salmon Fettuccine with Pesto, Lemon and Dill",Fettuccine Pasta,"Durum Wheat Semolina (36%), Wheat Flour, Pasteurised Free-Range Eggs (19%) (Water, Dehydrated Egg Powder), Water, Salt, Vegetable Oil","Egg, Gluten, Wheat","Cashew, Peanut, Pine Nut",95,ms,22/06/2026
"15-Min Creamy Smoked Salmon Fettuccine with Pesto, Lemon and Dill",Green Zucchini,Zucchini,,,100,ms,22/06/2026
"15-Min Creamy Smoked Salmon Fettuccine with Pesto, Lemon and Dill",Lemons,Lemon,,,0,ms,22/06/2026
"15-Min Creamy Smoked Salmon Fettuccine with Pesto, Lemon and Dill",Onion Red,Red Onion,,,100,ms,22/06/2026
"15-Min Creamy Smoked Salmon Fettuccine with Pesto, Lemon and Dill",Red Onion,Red Onion,,,100,ms,22/06/2026
"15-Min Creamy Smoked Salmon Fettuccine with Pesto, Lemon and Dill",Salmon Smoked Sliced Fish,"Atalntic Salmon (Fish), Salt
Atlantic Salmon (Salmo Salar) (97%) (Fish), Salt, Natural Wood Smoke
Atlantic Salmon (Salmo Salar) (Fish), Salt, Acidity Regulator (262, 325), Natural Woodsmoke
Tasmanian Salmon (Salmo Salar), Salt, Sugar, Natural Wood Smoke, Natural Culture",Fish,,99,ms,22/06/2026
"15-Min Creamy Smoked Salmon Fettuccine with Pesto, Lemon and Dill",Whipping Cream,"Cream (From Milk), Emulsifiers  (471, 433), Stabiliser (407)",Milk,,99,ms,22/06/2026
15-Min Haloumi and Pesto Fettuccine with Greens and Almonds,Almonds Slivered Nuts,Almonds,Almond,"Brazil Nut, Cashew, Crustacean, Egg, Fish, Gluten, Hazelnut, Lupin, Macadamia, Milk, Mollusc, Peanut, Pecan, Pine Nut, Pistachio, Sesame, Soy, Sulphites, Walnut, Wheat",100,ms,01/06/2026
15-Min Haloumi and Pesto Fettuccine with Greens and Almonds,Basil Pesto ,"Canola Oil (Non-Gm), Basil (34%), Walnuts, Parmesan Cheee (5%) (Milk, Salt, Starter Culture, Non Animal Rennet), Lemon Juice, Garlic, Salt, Vinegar, Acidity Regulators (Lactic, Citric, Ascorbic)","Milk, Walnut","Almond, Cashew, Egg, Macadamia, Sesame",92,ms,01/06/2026
15-Min Haloumi and Pesto Fettuccine with Greens and Almonds,Fettuccine Pasta,"Durum Wheat Semolina (36%), Wheat Flour, Pasteurised Free-Range Eggs (19%) (Water, Dehydrated Egg Powder), Water, Salt, Vegetable Oil","Egg, Gluten, Wheat","Cashew, Peanut, Pine Nut",95,ms,01/06/2026
15-Min Haloumi and Pesto Fettuccine with Greens and Almonds,Haloumi Cheese,"Pasteurised Cow's Milk, Salt, Mint Leaves, Non-Animal Rennet",Milk,,99,ms,01/06/2026
15-Min Haloumi and Pesto Fettuccine with Greens and Almonds,Haloumi Cheese,"Pasteurised Cow's Milk, Salt, Non-Animal Rennet",Milk,,96,ms,01/06/2026
15-Min Haloumi and Pesto Fettuccine with Greens and Almonds,Lemons,Lemon,,,0,ms,01/06/2026
15-Min Haloumi and Pesto Fettuccine with Greens and Almonds,Mixed Green Vegetables,"Broccoli, Zucchini, Green Beans",,,100,ms,01/06/2026
"15-Min Japanese Prawn Udon Soup with Green Veggies, Miso and Spring Onion",Green Peeled Prawn,"Vannamei Prawns (Crustacean), Mineral Salt (451,452), Salt",Crustacean,,0,ms,15/06/2026
"15-Min Japanese Prawn Udon Soup with Green Veggies, Miso and Spring Onion",Massel Chicken-Style Stock Cube,"Southern Ocean Sea Salt, Maize Maltodextrin, Cane Sugar, Natural Vegetable Flavours, Yeast Extract, Canola Oil, Extra Virgin Olive Oil, Turmeric Ground Madras",,Soy,78,ms,15/06/2026
"15-Min Japanese Prawn Udon Soup with Green Veggies, Miso and Spring Onion",Miso White Paste,"Water, Soybeans, Rice, Salt, Alcohol",Soy,"Almond, Brazil Nut, Cashew, Crustacean, Egg, Fish, Gluten, Hazelnut, Lupin, Macadamia, Milk, Mollusc, Peanut, Pecan, Pine Nut, Pistachio, Sesame, Sulphites, Walnut, Wheat",0,ms,15/06/2026
"15-Min Japanese Prawn Udon Soup with Green Veggies, Miso and Spring Onion",Mixed Green Vegetables,"Broccoli, Zucchini, Green Beans",,,100,ms,15/06/2026
"15-Min Japanese Prawn Udon Soup with Green Veggies, Miso and Spring Onion",Pak Choy,Pak Choy,,,100,ms,15/06/2026
"15-Min Japanese Prawn Udon Soup with Green Veggies, Miso and Spring Onion",Pepper And Garlic Seasoning,"Dehydrated Vegetable (Contains Garlic), Sugar, Spices (Contains Pepper), Rice Flour, Salt, Soy Sauce Powder (Soy Sauce, Maltodextrin, Salt) (Contains Wheat, Gluten), Natural Flavour, Yeast Extract, Sesame Oil, Anticaking Agent (341)","Gluten, Sesame, Soy, Sulphites, Wheat","Almond, Brazil Nut, Cashew, Crustacean, Egg, Fish, Hazelnut, Lupin, Macadamia, Milk, Mollusc, Peanut, Pecan, Pine Nut, Pistachio, Walnut",0,ms,15/06/2026
"15-Min Japanese Prawn Udon Soup with Green Veggies, Miso and Spring Onion",Sesame Oil,Sesame Seed Oil,Sesame,"Almond, Brazil Nut, Cashew, Crustacean, Egg, Fish, Gluten, Hazelnut, Lupin, Macadamia, Milk, Mollusc, Peanut, Pecan, Pine Nut, Pistachio, Soy, Sulphites, Walnut, Wheat",0,ms,15/06/2026
"15-Min Japanese Prawn Udon Soup with Green Veggies, Miso and Spring Onion",Spring Onion,Spring Onion,,,100,ms,15/06/2026
"15-Min Japanese Prawn Udon Soup with Green Veggies, Miso and Spring Onion",Toasted Sesame Seed Mix,Sesame Seeds,Sesame,"Almond, Brazil Nut, Cashew, Crustacean, Egg, Fish, Gluten, Hazelnut, Lupin, Macadamia, Milk, Mollusc, Peanut, Pecan, Pine Nut, Pistachio, Soy, Sulphites, Walnut, Wheat",0,ms,15/06/2026
"15-Min Japanese Prawn Udon Soup with Green Veggies, Miso and Spring Onion",Udon Noodles,"Organic Wheat Flour (96%), Salt (4%), Water","Gluten, Wheat","Egg, Soy",100,ms,15/06/2026
"15-Min Nutritious Indonesian Fish Curry with Pak Choy, Zucchini and Peas",Basa Fillets Skin Off Fish,"Fish (Pangasius Hypophthalmus), Salt, Food Additive (330, 331, 332)
Basa (Pangasius Hypophthalmus)(Fish)
",Fish,"Crustacean, Egg, Gluten, Milk, Soy, Wheat",0,ms,08/06/2026
"15-Min Nutritious Indonesian Fish Curry with Pak Choy, Zucchini and Peas",Coconut Milk,"Fresh Coconut Milk (99.9%) And Stabilizers (Xanthan Gum E415, Guar Gum E412, Carrageenan E407)",,,0,ms,08/06/2026
"15-Min Nutritious Indonesian Fish Curry with Pak Choy, Zucchini and Peas",Coconut Milk,"Fresh Coconut Milk (99.96%), Xanthan Gum (415) And Guar Gum (E412)
Coconut Extract (85%), Water, Stabilisers (412, 466), Emulsifier (435)
Coconut Extract (53%), Water",,,0,ms,08/06/2026
"15-Min Nutritious Indonesian Fish Curry with Pak Choy, Zucchini and Peas",Fish Sauce,"Anchovy Extract (77%) (Fish), Salt (20%), Sugar (3%)",Fish,"Almond, Brazil Nut, Cashew, Crustacean, Egg, Gluten, Hazelnut, Lupin, Macadamia, Milk, Mollusc, Peanut, Pecan, Pine Nut, Pistachio, Sesame, Soy, Sulphites, Walnut, Wheat",0,ms,08/06/2026
"15-Min Nutritious Indonesian Fish Curry with Pak Choy, Zucchini and Peas",Fish Sauce,"Anchovy Extract (77%) (Fish), Salt (20%), Sugar (3%).",Fish,"Almond, Brazil Nut, Cashew, Crustacean, Egg, Gluten, Hazelnut, Lupin, Macadamia, Milk, Mollusc, Peanut, Pecan, Pine Nut, Pistachio, Sesame, Soy, Sulphites, Walnut, Wheat",0,ms,08/06/2026
"15-Min Nutritious Indonesian Fish Curry with Pak Choy, Zucchini and Peas",Frozen Green Peas,Peas,,,100,ms,08/06/2026
"15-Min Nutritious Indonesian Fish Curry with Pak Choy, Zucchini and Peas",Green Zucchini,Zucchini,,,100,ms,08/06/2026
"15-Min Nutritious Indonesian Fish Curry with Pak Choy, Zucchini and Peas",Kaffir Lime Leaves,Kaffir Lime Leaves,,,100,ms,08/06/2026
"15-Min Nutritious Indonesian Fish Curry with Pak Choy, Zucchini and Peas",Microwave Brown Rice & Guinoa Rice,"Cooked Whoolegrain Brown Rice (Water, Wholegrain Brown Rice), Cooked Red Quinoa (Water, Red Quinoa), Vegetable Oil, Stabiliser (471)",,,79,ms,08/06/2026
"15-Min Nutritious Indonesian Fish Curry with Pak Choy, Zucchini and Peas",Nasi Goreng Paste,"Shallot, Vegetable Oil (Palm Oil), Tomato, Garlic, Salt, Chili",,,0,ms,08/06/2026
"15-Min Nutritious Indonesian Fish Curry with Pak Choy, Zucchini and Peas",Pak Choy,Pak Choy,,,100,ms,08/06/2026
"15-Min Nutritious Indonesian Fish Curry with Pak Choy, Zucchini and Peas",Skin Off Fish Basa Fillet,"Fish (Pangasius Hypophthalmus), Salt, Food Additive (330, 331, 332)
Basa (Pangasius Hypophthalmus)(Fish)
",Fish,"Crustacean, Egg, Gluten, Milk, Soy, Wheat",0,ms,08/06/2026
"15-Min Nutritious Indonesian Fish Curry with Pak Choy, Zucchini and Peas",Spring Onion,Spring Onion,,,100,ms,08/06/2026
"15-Min Nutritious Prawn Fried Rice with Cucumber Pickle, Peanuts and Coriander",Coriander,Coriander,,,100,ms,01/06/2026
"15-Min Nutritious Prawn Fried Rice with Cucumber Pickle, Peanuts and Coriander",Coriander,Coriander,,,100,ms,29/06/2026
"15-Min Nutritious Prawn Fried Rice with Cucumber Pickle, Peanuts and Coriander",Cucumber Lebanese,Lebanese Cucumber,,,100,ms,01/06/2026
"15-Min Nutritious Prawn Fried Rice with Cucumber Pickle, Peanuts and Coriander",Cucumber Lebanese,Lebanese Cucumber,,,100,ms,29/06/2026
"15-Min Nutritious Prawn Fried Rice with Cucumber Pickle, Peanuts and Coriander",Fish Sauce,"Anchovy Extract (77%) (Fish), Salt (20%), Sugar (3%)",Fish,"Almond, Brazil Nut, Cashew, Crustacean, Egg, Gluten, Hazelnut, Lupin, Macadamia, Milk, Mollusc, Peanut, Pecan, Pine Nut, Pistachio, Sesame, Soy, Sulphites, Walnut, Wheat",0,ms,01/06/2026
"15-Min Nutritious Prawn Fried Rice with Cucumber Pickle, Peanuts and Coriander",Fish Sauce,"Anchovy Extract (77%) (Fish), Salt (20%), Sugar (3%)",Fish,"Almond, Brazil Nut, Cashew, Crustacean, Egg, Gluten, Hazelnut, Lupin, Macadamia, Milk, Mollusc, Peanut, Pecan, Pine Nut, Pistachio, Sesame, Soy, Sulphites, Walnut, Wheat",0,ms,29/06/2026
"15-Min Nutritious Prawn Fried Rice with Cucumber Pickle, Peanuts and Coriander",Fish Sauce,"Anchovy Extract (77%) (Fish), Salt (20%), Sugar (3%).",Fish,"Almond, Brazil Nut, Cashew, Crustacean, Egg, Gluten, Hazelnut, Lupin, Macadamia, Milk, Mollusc, Peanut, Pecan, Pine Nut, Pistachio, Sesame, Soy, Sulphites, Walnut, Wheat",0,ms,01/06/2026
"15-Min Nutritious Prawn Fried Rice with Cucumber Pickle, Peanuts and Coriander",Fish Sauce,"Anchovy Extract (77%) (Fish), Salt (20%), Sugar (3%).",Fish,"Almond, Brazil Nut, Cashew, Crustacean, Egg, Gluten, Hazelnut, Lupin, Macadamia, Milk, Mollusc, Peanut, Pecan, Pine Nut, Pistachio, Sesame, Soy, Sulphites, Walnut, Wheat",0,ms,29/06/2026
"15-Min Nutritious Prawn Fried Rice with Cucumber Pickle, Peanuts and Coriander",Green Peeled Prawn,"Vannamei Prawns (Crustacean), Mineral Salt (451,452), Salt",Crustacean,,0,ms,01/06/2026
"15-Min Nutritious Prawn Fried Rice with Cucumber Pickle, Peanuts and Coriander",Green Peeled Prawn,"Vannamei Prawns (Crustacean), Mineral Salt (451,452), Salt",Crustacean,,0,ms,29/06/2026
"15-Min Nutritious Prawn Fried Rice with Cucumber Pickle, Peanuts and Coriander",Microwave Brown Rice & Guinoa Rice,"Cooked Whoolegrain Brown Rice (Water, Wholegrain Brown Rice), Cooked Red Quinoa (Water, Red Quinoa), Vegetable Oil, Stabiliser (471)",,,79,ms,01/06/2026
"15-Min Nutritious Prawn Fried Rice with Cucumber Pickle, Peanuts and Coriander",Microwave Brown Rice & Guinoa Rice,"Cooked Whoolegrain Brown Rice (Water, Wholegrain Brown Rice), Cooked Red Quinoa (Water, Red Quinoa), Vegetable Oil, Stabiliser (471)",,,79,ms,29/06/2026
"15-Min Nutritious Prawn Fried Rice with Cucumber Pickle, Peanuts and Coriander",Mixed Green Vegetables,"Broccoli, Zucchini, Green Beans",,,100,ms,01/06/2026
"15-Min Nutritious Prawn Fried Rice with Cucumber Pickle, Peanuts and Coriander",Mixed Green Vegetables,"Broccoli, Zucchini, Green Beans",,,100,ms,29/06/2026
"15-Min Nutritious Prawn Fried Rice with Cucumber Pickle, Peanuts and Coriander",Peanuts Salted Roasted,"Peanuts, Vegetable Oil, Salt",Peanut,"Almond, Brazil Nut, Cashew, Crustacean, Egg, Fish, Gluten, Hazelnut, Lupin, Macadamia, Milk, Mollusc, Pecan, Pine Nut, Pistachio, Sesame, Soy, Sulphites, Walnut, Wheat",0,ms,01/06/2026
"15-Min Nutritious Prawn Fried Rice with Cucumber Pickle, Peanuts and Coriander",Peanuts Salted Roasted,"Peanuts, Vegetable Oil, Salt",Peanut,"Almond, Brazil Nut, Cashew, Crustacean, Egg, Fish, Gluten, Hazelnut, Lupin, Macadamia, Milk, Mollusc, Pecan, Pine Nut, Pistachio, Sesame, Soy, Sulphites, Walnut, Wheat",0,ms,29/06/2026
"15-Min Nutritious Prawn Fried Rice with Cucumber Pickle, Peanuts and Coriander",Thai Yellow Curry Paste Paste,"Yellow Curry Paste Base (49%) (Lemongrass, Garlic, Shallot, Galangal, Turmeric, Chilli, Kaffir Lime Peel, Spices), Water, Sunflower Oil, Salt, Modified Tapioca Starch, Citric Acid
Water, Vegetables (Onion, Chilli), Sugar, Lemongrass Puree [Lemongrass, Vegetable Oil, Food Acid (330), Vegetable Gum (415)], Herbs And Spices, Soy Sauce [Water, Soybeans , Rice, Salt], Salt, Corn Starch, Dehydrated Vegetable, Yeast Extract, Natural Colours (160c, 100), Food Acid (330), Vegetable Gum (415), Natural Flavour",Soy,"Almond, Brazil Nut, Cashew, Crustacean, Egg, Fish, Gluten, Hazelnut, Lupin, Macadamia, Milk, Mollusc, Peanut, Pecan, Pine Nut, Pistachio, Sesame, Sulphites, Walnut, Wheat",0,ms,01/06/2026
"15-Min Nutritious Prawn Fried Rice with Cucumber Pickle, Peanuts and Coriander",Thai Yellow Curry Paste Paste,"Yellow Curry Paste Base (49%) (Lemongrass, Garlic, Shallot, Galangal, Turmeric, Chilli, Kaffir Lime Peel, Spices), Water, Sunflower Oil, Salt, Modified Tapioca Starch, Citric Acid
Water, Vegetables (Onion, Chilli), Sugar, Lemongrass Puree [Lemongrass, Vegetable Oil, Food Acid (330), Vegetable Gum (415)], Herbs And Spices, Soy Sauce [Water, Soybeans , Rice, Salt], Salt, Corn Starch, Dehydrated Vegetable, Yeast Extract, Natural Colours (160c, 100), Food Acid (330), Vegetable Gum (415), Natural Flavour",Soy,"Almond, Brazil Nut, Cashew, Crustacean, Egg, Fish, Gluten, Hazelnut, Lupin, Macadamia, Milk, Mollusc, Peanut, Pecan, Pine Nut, Pistachio, Sesame, Sulphites, Walnut, Wheat",0,ms,29/06/2026
15-Min Nutritious Spicy Mexican Beef with Ready-Made Bolognese and Mixed Grains,Avocado,Avocado,,,0,ms,15/06/2026
15-Min Nutritious Spicy Mexican Beef with Ready-Made Bolognese and Mixed Grains,Black Beans Tetra,"Rehydrated Dried Black Beans (60%), Water, Sea Salt, Antioxidant (Ascorbic Acid)",,,0,ms,15/06/2026
15-Min Nutritious Spicy Mexican Beef with Ready-Made Bolognese and Mixed Grains,Chipotle In Adobo Sauce,"Water, Tomato Paste, Onion, Cayenne Chilli Puree [Contains Food Acid (260)], Vinegar, Corn Starch, Salt, Spices [Contains Chipotle Powder (2%)], Sugar, Vegetable Powders, Natural Colours (150a, 160c), Smoke Flavours, Chipotle Spice Extract (0.4%)",,"Almond, Brazil Nut, Cashew, Crustacean, Egg, Fish, Gluten, Hazelnut, Lupin, Macadamia, Milk, Mollusc, Peanut, Pecan, Pine Nut, Pistachio, Sesame, Soy, Sulphites, Walnut, Wheat",67,ms,15/06/2026
15-Min Nutritious Spicy Mexican Beef with Ready-Made Bolognese and Mixed Grains,Coriander,Coriander,,,100,ms,15/06/2026
15-Min Nutritious Spicy Mexican Beef with Ready-Made Bolognese and Mixed Grains,Corn Kernels,"Sweet Corn (58%), Water, Salt",,,100,ms,15/06/2026
15-Min Nutritious Spicy Mexican Beef with Ready-Made Bolognese and Mixed Grains,Corn Kernels 125,"Sweet Corn (58%), Water, Salt",,,100,ms,15/06/2026
15-Min Nutritious Spicy Mexican Beef with Ready-Made Bolognese and Mixed Grains,Fire-Roasted Tomato & Jalapeno Salsa,"Tomatoes [Tomato, Fire-Roasted Tomato (20%), Food Acid (330)], Water, Capsicum, Fruit Puree, Tomato Paste, Thickener (1442), Sugar, Fruit Juice Concentrate, Salt, Herbs And Spices [Includes Jalapeno (0.2%)], Chilli Puree, Preservatives (202, 211), Natural Flavour, Smoke Flavour",,,83,ms,15/06/2026
15-Min Nutritious Spicy Mexican Beef with Ready-Made Bolognese and Mixed Grains,Frozen Beef Bolognese Sauce,"Beef Mince (14%), Crushed Tomatoes [Diced Tomato, Tomato Purée (Tomato Concentrate, Water) (99.8 %), Citric Acid], Milk, Water, Onion, Carrot, Red Wine (Alcohol), Tomato Paste, Dried Herb Mix, Sugar, Vegetable Oil, Garlic, Salt, Pepper",Milk,"Almond, Brazil Nut, Cashew, Egg, Fish, Gluten, Hazelnut, Lupin, Macadamia, Peanut, Pecan, Pine Nut, Pistachio, Sesame, Soy, Sulphites, Walnut, Wheat",72,ms,15/06/2026
15-Min Nutritious Spicy Mexican Beef with Ready-Made Bolognese and Mixed Grains,Microwave Brown Rice & Guinoa Rice,"Cooked Whoolegrain Brown Rice (Water, Wholegrain Brown Rice), Cooked Red Quinoa (Water, Red Quinoa), Vegetable Oil, Stabiliser (471)",,,79,ms,15/06/2026
15-Min Nutritious Spicy Mexican Beef with Ready-Made Bolognese and Mixed Grains,Pouch Yoghurt,"Milk, Milk Solids, Cream (Milk), Probiotic Cultures (Milk): B.Lactis (Bb-12tm), Yogurt Cultures (Milk): S.Thermophilus And L.Bulgaricus",Milk,,99,ms,15/06/2026
15-Min Nutritious Spicy Mexican Beef with Ready-Made Bolognese and Mixed Grains,Tex Mex Seasoning,"Herbs And Spices (Chilli, Paprika, Cumin, Oregano), Dehydrated Vegetables (Garlic, Tomato, Onion, Bell Pepper), Sugar, Salt, Rice Flour, Food Acid (330), Natural Yeast, Yeast Extract (Yeast Extract, Salt), Canola Oil",Sulphites,"Almond, Brazil Nut, Cashew, Crustacean, Egg, Fish, Gluten, Hazelnut, Lupin, Macadamia, Milk, Mollusc, Peanut, Pecan, Pine Nut, Pistachio, Sesame, Soy, Walnut, Wheat",0,ms,15/06/2026
15-Min Nutritious Spicy Mexican Beef with Ready-Made Bolognese and Mixed Grains,Tub Yoghurt,"Milk, Milk Solids, Cream (Milk), Live Yogurt Cultures (Milk): S.Thermophilus And L.Bulgaricus",Milk,,99,ms,15/06/2026
15-Min Nutritious Szechuan Pork with Speedy Rice Blend and Sesame Greens,Chinese Barbecue Seasoning,"Sugar, Spices (Pepper, Chilli, Szechuan Pepper, Anise Star, Ginger), Garlic, Salt, Tomato Powder, Soy Sauce Powder (Fermented Soy Sauce (Soy Beans, Wheat), Natural Colours (Paprika Oleoresin, Beetroot Powder, Fermented Rice), Maltodextrin (Maize), Yeast Extract, Natural Flvavour, Acid Regulator (262ii)","Gluten, Soy, Sulphites, Wheat","Almond, Brazil Nut, Cashew, Crustacean, Egg, Fish, Hazelnut, Lupin, Macadamia, Milk, Mollusc, Peanut, Pecan, Pine Nut, Pistachio, Sesame, Walnut",0,ms,22/06/2026
15-Min Nutritious Szechuan Pork with Speedy Rice Blend and Sesame Greens,Chinese Broccoli,Chinese Broccoli,,,100,ms,22/06/2026
15-Min Nutritious Szechuan Pork with Speedy Rice Blend and Sesame Greens,Fried Shallots,"Onions (80%), Corn Starch, Palm Oil",,"Almond, Brazil Nut, Cashew, Crustacean, Egg, Fish, Gluten, Hazelnut, Lupin, Macadamia, Milk, Mollusc, Peanut, Pecan, Pine Nut, Pistachio, Sesame, Soy, Sulphites, Walnut, Wheat",0,ms,22/06/2026
15-Min Nutritious Szechuan Pork with Speedy Rice Blend and Sesame Greens,Green Beans,Green Bean,,,100,ms,22/06/2026
15-Min Nutritious Szechuan Pork with Speedy Rice Blend and Sesame Greens,Microwave Brown Rice & Guinoa Rice,"Cooked Whoolegrain Brown Rice (Water, Wholegrain Brown Rice), Cooked Red Quinoa (Water, Red Quinoa), Vegetable Oil, Stabiliser (471)",,,79,ms,22/06/2026
15-Min Nutritious Szechuan Pork with Speedy Rice Blend and Sesame Greens,Mild Chilli Flakes,Chilli Crushed Medium Heat,,"Almond, Brazil Nut, Cashew, Crustacean, Egg, Fish, Gluten, Hazelnut, Lupin, Macadamia, Milk, Mollusc, Peanut, Pecan, Pine Nut, Pistachio, Sesame, Soy, Sulphites, Walnut, Wheat",0,ms,22/06/2026
15-Min Nutritious Szechuan Pork with Speedy Rice Blend and Sesame Greens,Pak Choy,Pak Choy,,,100,ms,22/06/2026
15-Min Nutritious Szechuan Pork with Speedy Rice Blend and Sesame Greens,Pork Premium Mince,Pork,,,100,ms,22/06/2026
15-Min Nutritious Szechuan Pork with Speedy Rice Blend and Sesame Greens,Sesame Oil,Sesame Seed Oil,Sesame,"Almond, Brazil Nut, Cashew, Crustacean, Egg, Fish, Gluten, Hazelnut, Lupin, Macadamia, Milk, Mollusc, Peanut, Pecan, Pine Nut, Pistachio, Soy, Sulphites, Walnut, Wheat",0,ms,22/06/2026
15-Min Nutritious Szechuan Pork with Speedy Rice Blend and Sesame Greens,Szechuan Stir Fry Sauce,"Water, Sugar, Soy Sauce [Water, Soybeans , Rice, Salt], Miso Paste [Water, Soybeans , Rice, Salt, Yeast], Vegetables [Includes Garlic (5.5%)], Vinegar, Sesame Oil, Starch, Salt, Spices & Herb [Includes Szechuan Pepper (0.7%)], Vegetable Gum (415), Preservatives (202, 211), Natural Colour (160c)","Sesame, Soy",,60,ms,22/06/2026
